title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
oak ridges moraine foundation,,on/oak-ridges-moraine-foundation,agency,  environment,environment,"  The objects of the foundation are: to receive and maintain a fund; to organize, participate in and fund Registered Charities involved in environmental projects to preserve, protect and restore the environmental integrity of the Moraine; to preserve, protect and restore the environment, including water resources and natural features; to promote environmentally sound stewardship among landowners on the Moraine; to educate and increase the public's understanding of the environmental issues pertaining to the Moraine; to conduct research and fund research conducted by Registered Charities relating to environmental issues affecting the Moraine and to provide funds and other property to other Registered Charities to purchase land and build infrastructure for and to maintain a trail system on the Moraine.",  www.ormf.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  120 Bayview Parkway   Newmarket L3Y 4X1 ON,,,,6/5/13,7/8/13
office for victims of crime,,on/office-for-victims-of-crime,agency,  attorney general,attorney-general,"  The office will advise the Attorney General on ways to ensure that the principles of the Victims' Bill of Rights are respected. It will also provide advice on the development, implementation and maintenance of provincial standards for services for victims of crime, on the use of the Victims' Justice Fund to provide and improve services for victims of crime, on research and education on the treatment of victims of crime and ways to prevent further victimization, and on matters of legislation and policy on the treatment of victims of crime and on the prevention of further victimization.",  www.ovc.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  3rd Floor 700 Bay Street  Toronto M5G 1Z6 ONT,,,,6/5/13,7/8/13
office of the conflict of interest commissioner,,on/office-of-the-conflict-of-interest-commissioner,agency,  government services,government-services,"  The Conflict of Interest Commissioner is responsible for: Reviewing conflict of interest rules submitted by the public bodies governed by the Public Service of Ontario Act, 2006 (PSOA) for consistency with the regulation governing ministry staff, and approving said rules if they establish a degree of ethical conduct that is at least equivalent to that established for ministry staff, having regard to the powers, duties, and functions of the public body; determining whether to require public bodies to amend their rules accordingly if the regulation governing ministry staff is amended; maintaining a web-based record of approved conflict of interest rules for public bodies; making determinations regarding compliance with the in-service conflict of interest rules for cases referred by Deputy Ministers or Chairs of public bodies; making determinations regarding post-service conflict of interest obligations for former public servants who worked in a public body, or as a Deputy Minister, or as Secretary of the Cabinet; making determinations regarding the application of the PSOA's political activity provisions in cases referred by Deputy Ministers or Chairs of public bodies; and, considering requests from part-time adjudicators, of prescribed public bodies, to engage in political activities other than those which are expressly permitted in the PSOA.",  www.coicommissioner.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  2 Bloor St E, 18th Fl   Toronto M4W 3J5 ON",,,,6/5/13,7/8/13
office of the employer adviser,,on/office-of-the-employer-adviser,agency,  labour,labour,"  The Office of the Employer Adviser (OEA) was created in 1985. The OEA's function is to provide the employer community with representation, advice and education on workers' compensation issues before the Workplace Safety and Insurance Board and the Workplace Safety and Insurance Appeals Tribunal primarily to employers with less than 100 workers. The OEA offers employers comprehensive advice services through its advice centre, and provides education through its website. OEA staff members are located throughout Ontario to provide direct, local service to employers.",  www.employeradviser.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Suite 704 151 Bloor Street West  Toronto M5S 1S4 ON,,,,6/5/13,7/8/13
office of the fairness commissioner,,on/office-of-the-fairness-commissioner,agency,  citizenship and immigration,citizenship-and-immigration,"  The Commissioner will be responsible for assessing the registration practices of regulated professions based on their obligations under the Fair Access to Regulated Professions Act, 2006, including oversight of regular reports and audits to ensure that the registration practices of regulated professions are transparent, objective, impartial and fair.",  www.fairnesscommissioner.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Office of the Fairness Commissioner 595 Bay Street Suite 1201 Toronto M7A 2B4 ONT,,,,6/5/13,7/8/13
office of the french language services commissioner,,on/office-of-the-french-language-services-commissioner,agency,  francophone affairs,francophone-affairs,"  Reporting to the Minister, the Commissioner is responsible for investigating whether the Act is being complied with, at his or her own initiative or in response to complaints; reporting on the results of investigations; and monitoring the progress of government agencies in providing French-language services.",  www.flsc.gov.on.ca/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  700 Bay Street, 24th Floor, Suite 2401   Toronto M7A 2H8 ON",,,,6/5/13,7/8/13
office of the independent police review director,,on/office-of-the-independent-police-review-director,agency,  attorney general,attorney-general,"  The Independent Police Review Director manages complaints made by members of the public about the policies of or services provided by a police force or about the conduct of a police officer in accordance with Part V and the regulations of the Act, and exercises such powers and performs such duties as may be prescribed by regulation under the Act.",  oiprd.on.ca/cms/home.aspx,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  655 Bay Street, 10th Floor,   Toronto M5G 2K4 ON",,,,6/5/13,7/8/13
office of the worker adviser,,on/office-of-the-worker-adviser,agency,  labour,labour,"  The OWA provides representation services to non-unionized workers and their survivors in appeals before the Workplace Safety and Insurance Board and the Workplace Safety and Insurance Appeals Tribunal. In addition, the OWA seeks to build community partnerships and deliver educational services to foster self-reliance within the workplace safety and insurance system. The OWA is headquartered in Toronto and has fifteen offices located throughout the province to provide direct, local service.",  www.owa.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Suite 1300 123 Edward Street  Toronto M5G 1E2 ON,,,,6/5/13,7/8/13
ontario advisory committee on hiv/aids,,on/ontario-advisory-committee-on-hiv-aids,agency,  health and long-term care,health-and-long-term-care,"  The committee provides advice to the Ministry on the development and delivery of AIDS prevention and treatment programs in Ontario. The advisory committee monitors the caseload of the ARC (AIDS related complex) and AIDS patients, and the availability and accessibility of established health services for these patients and identifies and advises the Ministry on existing and potential service needs. It monitors and critically appraises information on AIDS, provides advice to health professionals and/or the Ministry on the application of new findings to health care. The advisory committee periodically reviews and evaluates the established priorities for research and recommends modifications, and when necessary, provides advice on the consistency and significance of proposals received by the Ministry in the area of AIDS within established priorities. It considers issues concerning professional attitudes and support to the patients with ARC/AIDS and considers and advises on all other matters referred by the Ministry.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  5700 Yonge Street, 5th Fl,   Toronto M2M 4K5 ON",,,,6/5/13,7/8/13
ontario agency for health protection and promotion,,on/ontario-agency-for-health-protection-and-promotion,agency,  health and long-term care,health-and-long-term-care,"  The objects of the Agency pertaining to health protection and promotion include the following: (a) to provide scientific and technical advice and support to the health care system and the Government; (b) to develop, disseminate and advance public health knowledge, best practices, and research; (c) to inform and contribute to policy development processes across sectors of the health care system and within the Government; (d) to develop, collect, use, analyse and disclose data, across sectors, in a manner that informs and enhances healthy public policy and public health planning, evaluation and action; (e) to undertake, promote and co-ordinate public health research in co-operation with academic and research experts as well as the community; (f) to provide education and professional development for public health professionals, scientists, researchers, and policymakers; (g) to establish, operate and maintain laboratory centres; (h) to serve as a model for bridging the areas of infection control and occupational health and safety; (i) to undertake research related to evaluating the modes of transmission of febrile respiratory illnesses and the risk to health workers; (j) as directed by the Chief Medical Officer of Health, to provide scientific and technical advice and operational support in an emergency or outbreak situation having health implications; and (k) any additional objects as prescribed by the Lieutenant Governor in Council.",  www.oahpp.ca/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  480 University Avenue, Suite 300,  Toronto M5G 1V2 ON",,,,6/5/13,7/8/13
ontario capital growth corporation,,on/ontario-capital-growth-corporation,agency,  research and innovation,research-and-innovation,"  The Corporation: receives, holds, administers and otherwise deals with the limited partnership interest of the Government of Ontario in the limited partnership known as the Ontario Venture Capital Fund LP; receives, holds and deals with real or personal property in connection with it; and, carries out any other objects prescribed by regulation.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  393 University Ave., 17th Floor   Toronto M5G 1E6 ON",,,,6/5/13,7/8/13
"ontario civilian police commission (safety, licensing appeals and standards tribunals ontario)",,on/ontario-civilian-police-commission-safety-licensing-appeals-and-standards-tribunals-ontario,agency,  attorney general,attorney-general,"  As an independent quasi-judicial agency, the Commission carries out a combination of duties, which are primarily adjudicative or decision-making in nature. These include hearing appeals to police disciplinary penalties; adjudicating disputes between municipal councils and police services boards involving budget matters; conducting hearings into requests for reduction, abolition, creation or amalgamation of police services; conducting investigations and inquiries into the conduct of chiefs of police, police officers and members of police services boards; determining the status of police service members; and, general enforcement authority relating to the adequacy and effectiveness of policing services. The Ontario Civilian Police Commission is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  www.ocpc.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  250 Dundas Street West 6 th Floor, Suite 605  Toronto M7A 2T3 ON",,,,6/5/13,7/8/13
ontario clean water agency,,on/ontario-clean-water-agency,agency,  environment,environment,"  The Ontario Clean Water Agency operates, maintains and manages water and wastewater facilities and their associated distribution systems throughout the province. The Agency also provides a range of engineering, advisory, technical and training services. Its clients include Ontario municipalities, industry and First Nation Communities. OCWA provides services in a manner that encourages resource conservation and efficiency. OCWA functions as a commercial business by competing for contracts in the open marketplace.",  www.ocwa.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Suite 1700 1 Yonge Street  Toronto M5E 1E5 ON,,,,6/5/13,7/8/13
ontario college of art & design university board of governors,,on/ontario-college-of-art-design-university-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The objective of the college and its board of governors is to provide the opportunity and environment for advanced, studio-based education in art and design at the undergraduate and graduate levels and to support teaching, research and professional practice in these fields.",  www.ocad.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  100 McCaul Street   Toronto M5T 1W1 Ont.,,,,6/5/13,7/8/13
ontario economic forecast council,,on/ontario-economic-forecast-council,agency,  finance,finance,"  The Council will provide, upon request of the Minister, advice relating to macroeconomic forecasts and assumptions to be used to prepare the Budget and the related fiscal plan.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Frost Building North, 6th Floor 95 Grosvenor Street  Toronto M7A1Z1 ON",,,,6/5/13,7/8/13
ontario educational communications authority (tvo),,on/ontario-educational-communications-authority-tvo,agency,  education,education,"  TVO is Ontario's public educational media organization and a trusted source of interactive educational content that informs, inspires, and stimulates curiosity and thought. TVO's vision is to empower people to be engaged citizens of Ontario through educational media. TVO uses its media resources to support the following priorities of the Ontario Ministry of Education: Contribute to school readiness and help kids to be successful learners; Increase the involvement of parents in their children's education; Encourage active citizenship and public engagement.",  www.tvo.org,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Box 200, Station Q 2180 Yonge Street  Toronto M4T 2T1 ON",,,,6/5/13,7/8/13
ontario electricity financial corporation,,on/ontario-electricity-financial-corporation,agency,  finance,finance,  The board of directors manages or supervises the management of the Corporation's business and affairs.,  www.oefc.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  14th Floor, Suite 1400 1 Dundas Street West  Toronto M7A 1Y7 ON",,,,6/5/13,7/8/13
ontario energy board,,on/ontario-energy-board,agency,  energy,energy,"  The Ontario Energy Board (OEB) is responsible for regulating natural gas and electricity utilities. This includes setting just and reasonable rates. The OEB also licenses all participants in the electricity sector, as well as natural gas marketers who sell to low volume consumers.",  www.ontarioenergyboard.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  2300 Yonge Street, 27th Floor P.O. Box 2319  Toronto M4P 1E4 ON",,,,6/5/13,7/8/13
ontario farm products marketing commission,,on/ontario-farm-products-marketing-commission,agency,  agriculture and food,agriculture-and-food,"  The commission supervises Ontario's twenty-four marketing boards and designated associations, develops and implements regulated marketing policy, provides leadership in the form of advice, facilitation, and direction to Ontario's marketing boards and designated associations, provides educational programs to boards and designated associations and industry stakeholders in order to increase the effectiveness and efficiency of the regulated marketing system.",  www.omafra.gov.on.ca/english/farmproducts/index.html,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  5th Floor 1 Stone Road West  Guelph N1G 4Y2 ON,,,,6/5/13,7/8/13
ontario film review board,,on/ontario-film-review-board,agency,  consumer services,consumer-services,"  The mission of the Ontario Film Review Board is to classify film, including videos and DVDs, and to provide sufficient information for the public to make informed viewing choices. In its activities the board aims to reflect the standards of the diverse communities of Ontario. All film and video distributed or exhibited in Ontario (with some defined exceptions) must be reviewed by the Ontario Film Review Board under its mandate from the Act.",  www.ofrb.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  4950 Yonge St, Suite 101B   Toronto M2N 6K1 ON",,,,6/5/13,7/8/13
ontario financing authority,,on/ontario-financing-authority,agency,  finance,finance,"  The Ontario Financing Authority is responsible for arranging, coordinating and managing the borrowing, investment of funds and financial risk management activities on behalf of the Province, its Crown corporations and other public bodies, in the most cost-effective manner. It also provides efficient centralized cash and liability management services for the Province, its Crown corporations and other public bodies and facilitates the development of financing investment in capital infrastructure.",  www.ofina.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  14th Floor 1 Dundas Street West  Toronto M7A 1Y7 ONT,,,,6/5/13,7/8/13
ontario food terminal board,,on/ontario-food-terminal-board,agency,  agriculture and food,agriculture-and-food,"  The board's mandate is to acquire, construct, equip and operate a wholesale fruit and produce market, and operate such facility for the transportation, distribution, and handling of fruit and produce.",  www.oftb.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  165 The Queensway   Toronto M8Y 1H8 Ont.,,,,6/5/13,7/8/13
ontario french-language educational communications authority,,on/ontario-french-language-educational-communications-authority,agency,  education,education,"  The Authority's mandate is to provide a broad range of educational and cultural programs and services that reflect the dynamic and rich nature of French-speaking Ontario. The Authority governs TFO, the province's source for Franco-Ontarian educational and cultural multimedia products, and serves all those interested in knowledge, discovery and learning.",  www.tfo.org,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  21 College St 6th Floor  Toronto M5G2B3 ON,,,,6/5/13,7/8/13
ontario geographic names board,,on/ontario-geographic-names-board,agency,  natural resources,natural-resources,"  The board manages and defines the treatment of 220,000 geographical names of places and geographical features in Ontario. It consults with and advises agencies and individuals on decisions regarding deleting, cancelling and approving names. It recommends changes to existing official names in English, French and Native languages and collaborates with the Geographical Names Board of Canada on Geographical Names. The Ontario Geographic Names Board supplies information to ministries, agencies and individuals and submits recommendations to the minister on the adoption or cancellation of names of geographical features and unincorporated populated places.",  www.onterm.gov.on.ca/geo/entry_e.asp,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Robinson Place 300 Water Street PO Box 7000 Peterborough K9J 8M5 ON,,,,6/5/13,7/8/13
ontario health quality council,,on/ontario-health-quality-council,agency,  health and long-term care,health-and-long-term-care,"  The functions of the Council are, (a) to monitor and report to the people of Ontario on access to publicly funded health services, health human resources in publicly funded health services, consumer and population health status, and health system outcomes; (b) to support continuous quality improvement; and (c) to promote health care that is supported by the best available scientific evidence.",  www.hqontario.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  130 Bloor Street West, 10th Floor   Toronto M5S 1N5 ON",,,,6/5/13,7/8/13
ontario heritage trust,,on/ontario-heritage-trust,agency,"  tourism, culture and sport",tourism-culture-and-sport,"  The trust advises and makes recommendations to the Minister on matters such as the conservation, protection and preservation of the heritage of Ontario. It receives, acquires and holds property in trust for the people of Ontario and supports, encourages and facilitates the conservation, protection and preservation of Ontario's heritage. The trust also preserves, maintains, reconstructs, restores and manages property of historical, architectural, archaeological, recreational, aesthetic and scenic interest. It conducts research and operates educational and communications programs necessary for heritage conservation, protection and preservation.",  www.heritagetrust.on.ca/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  10 Adelaide Street East   Toronto M5C 1J3 ON,,,,6/5/13,7/8/13
ontario highway transport board,,on/ontario-highway-transport-board,agency,  transportation,transportation,"  The board is a quasi-judicial agency responsible for controlling market entry for the public vehicle (or intercity bus) industry. Specifically, it is responsible for all economic regulatory matters pertaining to the intercity bus industry, ranging from consideration of applications for public vehicle services on the basis on public need, to issuing licences, to settling disputes between carriers and imposing penalties. Hearings may be requested by a person whose operations, licence or transportation service is the subject of a proceeding or by any interested person who applies to, and is specified by the board to be a party. The board has the authority to impose all costs associated with a hearing on the parties, based on user-pay.",  www.ohtb.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  10th Floor 151 Bloor Street West  Toronto M5S 2T5 Ont.,,,,6/5/13,7/8/13
ontario human rights commission,,on/ontario-human-rights-commission,agency,  attorney general,attorney-general,"  The Ontario Human Rights Commission provides leadership for the promotion, protection and advancement of human rights, and builds partnerships across the human rights system. The OHRC works to empower people to realize their rights; to ensure those responsible for upholding human rights do so; and to advocate for the full realization of human rights and the building of a human rights culture in Ontario. The OHRC develops and encourages the implementation of human rights policies; conducts research; monitors developments, trends, problem areas and case law involving human rights issues; uses its legal powers to pursue remedies in the public interest; carries out public interest inquiries where appropriate; educates and builds capacity; and reports on the state of human rights to the people of Ontario. The OHRC reviews laws, regulations and policies to ensure they are consistent with the Human Rights Code and works to identify issues of tension and conflict and to find ways to resolve those issues.",  www.ohrc.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  180 Dundas Street West, 8th Fl,   Toronto M7A 2R9 ON",,,,6/5/13,7/8/13
ontario immigrant investor corporation,,on/ontario-immigrant-investor-corporation,agency,"  economic development, trade and employment",economic-development-trade-and-employment,"  The corporation was formed due to the requirements of the Federal Immigration Act to function as an ""approved fund"" under the Immigrant Investor Program.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  7th Floor, Hearst Block 900 Bay Street  Toronto M7A 1N3 ON",,,,6/5/13,7/8/13
ontario infrastructure and lands corporation (infrastructure ontario),,on/ontario-infrastructure-and-lands-corporation-infrastructure-ontario,agency,  infrastructure,infrastructure,"  The objects of the Corporation include: (1) To provide financing for prescribed infrastructure purposes to municipalities and to eligible public organizations. (2) To provide the Government with advice and services, including project management, contract management and development, related to public works. (3) To provide financial management for public works managed by the Ministry or by a Crown agency for which the Minister is responsible. (4) To carry out the powers, duties and functions delegated by the Minister to the Corporation under the Ministry of Infrastructure Act, 2011. (5) To provide advice and services related to real property to prescribed public sector organizations for prescribed purposes when directed to do so by the Minister. (6) To advise the Minister on infrastructure projects in Ontario when directed to do so by the Minister. (7) To advise the Minister on financial, strategic or other matters involving the Government when directed to do so by the Minister. (8) To implement or assist in the implementation of transactions involving the Government when directed to do so by the Minister. (9) To provide project management and contract management services related to infrastructure projects in Ontario that are not public works when directed to do so by the Minister. (10) To engage in such other related activities as the Lieutenant Governor in Council may prescribe.",  www.infrastructureontario.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  1 Dundas Street West, 20th Floor,   Toronto M5G 2L5 ON",,,,6/5/13,7/8/13
ontario investment and trade advisory council (oitac),,on/ontario-investment-and-trade-advisory-council-oitac,agency,"  economic development, trade and employment",economic-development-trade-and-employment,  The Ontario Investment and Trade Advisory Council (OITAC) will: a) identify prospective investment and trade opportunities for Ontario; b) promote Ontario as a premier location for business investment and for business immigration; c) Promote Ontario's exporting messages and contribute to the building of an exporting culture within the business community; d) identify the potential for international linkages that could lead to new investment and export opportunities; e) provide advice to the Minister on how the Ministry can increase the effectiveness of its investment and trade programs; and f) provide such other assistance as may be required by the Minister.,  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  5th Floor, Hearst Block 900 Bay Street  Toronto M7A 2E1 ON",,,,6/5/13,7/8/13
ontario judicial council,,on/ontario-judicial-council,agency,  attorney general,attorney-general,  The Ontario Judicial Council receives and investigates all complaints made against provincial judges.,  www.ontariocourts.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  31 Adelaide Street East Adelaide Street Postal Station P.O. Box 914 Toronto M5C 2K3 Ont.,,,,6/5/13,7/8/13
ontario labour relations board,,on/ontario-labour-relations-board,agency,  labour,labour,"  The board is a quasi-judicial tribunal responsible for the administration of the Labour Relations Act and various other statutes which involve employer-employee rights or interactions. The board certifies trade unions as collective bargaining agents for employees, appoints officers to mediate complaints regarding contraventions of the act, conducts hearings into complaints that have not been settled, grants remedial orders where it finds that the act has been contravened, and may terminate bargaining rights. It issues directions and declarations where unlawful strikes and lockouts have occurred and settles jurisdictional disputes arising from the assignment of work. The board accredits employer organizations in the construction industry and hears grievances from collective agreements in that industry. It advises on the minister's authority to appoint conciliation officers and arbitrators and conducts 'employer-last-offer' votes when directed by the minister. It has general supervisory authority over the construction labour relations system, including the monitoring of internal union disputes within construction unions. The board vice-chairs in the individual capacity also act as adjudicators for appeals under the Occupational Health and Safety Act and the Employment Standards Act, in addition to its OHSA powers to deal with safety related discharges or discrimination. Since October 1997 the board has had primary responsibility for reshaping collective bargaining structures and resolving disputes flowing from the merger of school boards, hospitals and municipalities.",  www.olrb.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  2nd Floor 505 University Avenue  Toronto M5G 2P1 Ont.,,,,6/5/13,7/8/13
ontario library service-north board,,on/ontario-library-service-north-board,agency,"  tourism, culture and sport",tourism-culture-and-sport,"  The Ontario Library Service-North Board provides a wide range of support services to public libraries throughout northern Ontario. Its mandate is to deliver programs and services on behalf of the Minister by increasing cooperation and coordination among public library boards and other information providers in order to promote the provision of library services to the public and by assisting public library boards by providing them with services and programs that reflect their needs, including consulting, training and development services.",  www.olsn.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  334 Regent Street   Sudbury P3C 4E2 ON,,,,6/5/13,7/8/13
ontario lottery and gaming corporation,,on/ontario-lottery-and-gaming-corporation,agency,  finance,finance,"  The corporation develops, undertakes, organizes, conducts, and manages lottery schemes on behalf of the province of Ontario.",  www.olg.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  4120 Yonge Street, Suite 420   Toronto M2P 2B8 ON",,,,6/5/13,7/8/13
ontario manufacturing council,,on/ontario-manufacturing-council,agency,"  economic development, trade and employment",economic-development-trade-and-employment,  The Council provides advice to the Minister on: the state of Ontario's manufacturing sector; the comparative advantages that exist within the province and the key strengths exhibited by its manufacturers that may be used to promote new investment and job creation; trends and developments that are taking place globally and within Ontario that affect its manufacturing sector; key challenges and opportunities facing Ontario's manufacturing sector; and issues affecting it to which the Government of Ontario should consider giving priority attention. The Council identifies areas for research and consults with affected Ontario ministries and other stakeholder organizations.,  www.ontariocanada.com/ontcan/en/progserv_omc_en.jsp,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  -   - - -,,,,6/5/13,7/8/13
ontario medal for young volunteers advisory council,,on/ontario-medal-for-young-volunteers-advisory-council,agency,  citizenship and immigration,citizenship-and-immigration,  The council is an independent body of Ontario citizens who consider all nominations for the Ontario Medal for Young Volunteers and select those nominees who have the greatest merit for the award.,  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Ontario Honours and Awards Secretariat Ministry of Citizenship and Immigration 400 University Avenue, 4th Floor Toronto M7A 2R9 ON",,,,6/5/13,7/8/13
ontario media development corporation,,on/ontario-media-development-corporation,agency,"  tourism, culture and sport",tourism-culture-and-sport,"  The Ontario Media Development Corporation focuses on encouraging strategic business partnerships among the converging cultural media industries, including film and television production, book and magazine publishing, sound recording and interactive digital media. In addition to fostering partnerships, the agency seeks to address the distinct challenges each of the cultural industries faces in domestic and international marketplaces.",  www.omdc.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Suite 501, South Tower 175 Bloor Street East  Toronto M4W 3R8 Ont.",,,,6/5/13,7/8/13
ontario mental health foundation,,on/ontario-mental-health-foundation,agency,  health and long-term care,health-and-long-term-care,"  The Foundation is a corporation established under Part I of the Act. The Foundation administers and allocates grants from the Ministry and other agencies for research and professional training, according to published priorities. It receives requests for grants from research centres, hospitals, service agencies and from individual professionals. The objectives of the Foundation are: to support research which will promote mental health and prevent, treat and cure psychological disorders; laboratory and clinical investigation of mental illness; to report cases; to record and compile data; to educate the public; to provide facilities for undergraduate and postgraduate study; and to provide technical training and award research fellowships.",  www.omhf.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  441 Jarvis Street, 2nd Floor   Toronto M4Y 2G8 ON",,,,6/5/13,7/8/13
ontario moose-bear allocation advisory committee,,on/ontario-moose-bear-allocation-advisory-committee,agency,  natural resources,natural-resources,  The committee advises the Minister regarding the allocation of moose tags amongst tourist outfitters and regarding the issues arising from the allocation of black bear management areas to tourist operators.,  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  P.O. Box 964   Sioux Lookout P8T 1B3 ON,,,,6/5/13,7/8/13
ontario mortgage and housing corporation,,on/ontario-mortgage-and-housing-corporation,agency,  municipal affairs and housing,municipal-affairs-and-housing,"  The Ontario Mortgage and Housing Corporation (OMHC) responsibilities are primarily financial in nature and related to the corporation's former role in delivering government programs. This includes providing the debt service administration for CMHC and provincial debentures on public housing properties. The Ontario Mortgage and Housing Corporation Act, 2006 enables OMHC to administer other housing programs as may be directed by the province through regulation.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  777 Bay Street, 2nd Floor   Toronto M5G2E5 Ont.",,,,6/5/13,7/8/13
